,pred_high,pred_low,actual_low,close,open,actual_high,off_by,return,return_plow_minus_phigh,high,low
2021-01-04,43.30413055419922,41.64591598510742,38.3306,38.73,40.17,40.34,3.315315985107425,-2.915915985107425,1.6582145690917969,10:00:00,12:00:00
2021-01-05,43.22713851928711,41.565025329589844,38.45,39.55,38.49,40.085,3.115025329589841,-2.0150253295898466,1.6621131896972656,15:00:00,10:00:00
2021-01-06,42.2265510559082,40.46344757080078,39.54,40.38,39.64,40.9,0.9234475708007821,-0.08344757080077869,1.7631034851074219,15:00:00,10:00:00
2021-01-07,42.08447265625,40.35388946533203,40.21,40.23,40.45,40.945,0.1438894653320304,-0.12388946533203438,1.7305831909179688,11:00:00,16:00:00
2021-01-08,42.441795349121094,40.789119720458984,39.765,40.02,40.41,40.6911,1.0241197204589838,-0.7691197204589812,1.6526756286621094,10:00:00,14:00:00
2021-01-11,42.57925796508789,41.02478790283203,38.9,39.41,39.08,39.99,2.1247879028320327,-1.6147879028320347,1.5544700622558594,11:00:00,10:00:00
2021-01-12,42.387454986572266,40.854209899902344,39.16,40.3,39.69,40.41,1.6942098999023472,-0.5542098999023466,1.5332450866699219,16:00:00,10:00:00
2021-01-13,41.905391693115234,40.34261703491211,39.6299,40.45,40.01,40.74,0.7127170349121101,0.10738296508789347,1.562774658203125,15:00:00,11:00:00
2021-01-15,42.39253616333008,40.87390899658203,39.96,39.98,41.67,41.67,0.9139089965820304,-0.8939089965820344,1.5186271667480469,10:00:00,16:00:00
2021-01-19,42.8232307434082,41.26945877075195,39.8007,40.31,40.31,40.65,1.468758770751954,-0.9594587707519509,1.55377197265625,14:00:00,11:00:00
2021-01-20,42.16360855102539,40.54120635986328,40.5,41.62,40.69,41.77,0.04120635986328125,1.0787936401367162,1.6224021911621094,14:00:00,10:00:00
2021-01-21,42.22045135498047,40.64281463623047,40.17,40.67,41.31,41.43,0.47281463623046704,0.027185363769532955,1.57763671875,10:00:00,13:00:00
2021-01-22,42.784278869628906,41.25525665283203,39.81,40.0,40.0,40.27,1.445256652832029,-1.2552566528320312,1.529022216796875,11:00:00,15:00:00
2021-01-25,42.433448791503906,40.87149429321289,38.42,38.9,39.63,39.75,2.451494293212889,-1.971494293212892,1.5619544982910156,10:00:00,12:00:00
2021-01-26,41.937095642089844,40.328304290771484,38.98,39.32,39.26,39.64,1.3483042907714875,-1.008304290771484,1.6087913513183594,13:00:00,11:00:00
2021-01-27,41.18293762207031,39.442848205566406,38.1609,38.52,38.63,39.2254,1.2819482055664082,-0.9228482055664031,1.7400894165039062,12:00:00,10:00:00
2021-01-28,41.25741958618164,39.50183868408203,38.99,40.08,39.55,40.37,0.5118386840820293,0.578161315917967,1.7555809020996094,11:00:00,10:00:00
2021-01-29,40.915931701660156,38.96450424194336,37.74,37.96,39.27,39.83,1.2245042419433574,-1.0045042419433585,1.9514274597167969,10:00:00,15:00:00
2021-02-01,41.32810592651367,39.319618225097656,37.415,37.82,38.35,38.4448,1.904618225097657,-1.499618225097656,2.0084877014160156,10:00:00,11:00:00
2021-02-02,40.58124542236328,38.301231384277344,37.99,38.8,38.55,38.88,0.31123138427734176,0.4987686157226534,2.2800140380859375,16:00:00,11:00:00
2021-02-11,43.9951171875,42.29479217529297,41.995,42.72,42.7,43.135,0.2997921752929713,0.4252078247070301,1.7003250122070312,11:00:00,13:00:00
2021-02-12,44.105064392089844,42.56096649169922,42.41,43.29,42.51,43.94,0.15096649169922216,0.7290335083007804,1.544097900390625,11:00:00,10:00:00
2021-02-18,44.91046905517578,43.61126708984375,43.37,44.38,43.8,44.545,0.24126708984375256,0.7687329101562526,1.2992019653320312,16:00:00,11:00:00
2021-03-04,47.42321014404297,45.97982406616211,45.32,46.96,48.32,48.41,0.6598240661621091,0.9801759338378915,1.4433860778808594,10:00:00,15:00:00
2021-03-05,47.61785125732422,46.148983001708984,43.01,46.21,46.91,47.0,3.1389830017089864,0.06101699829101648,1.4688682556152344,10:00:00,12:00:00
2021-03-23,47.930152893066406,46.2000617980957,45.45,45.64,47.02,47.83,0.7500617980957003,-0.5600617980957026,1.7300910949707031,10:00:00,16:00:00
